num,utt,날씨 묻기,관광지 추천,숙소 추천,맛집 추천,인사,소개,활동 추천,카페 추천
1592,제주도 동쪽 관광지 추천 흠 해봐.,0,1,0,0,0,0,0,0
1593,음 제주도 서쪽 관광지 추천 해봐.,0,1,0,0,0,0,0,0
1594,제주도 흠 서쪽 관광지 추천 해봐.,0,1,0,0,0,0,0,0
1595,제주도 서쪽 음 관광지 추천 해봐.,0,1,0,0,0,0,0,0
1596,제주도 서쪽 관광지 흠 추천 해봐.,0,1,0,0,0,0,0,0
1597,제주도 서쪽 관광지 추천 음 해봐.,0,1,0,0,0,0,0,0
1598,어 제주도 북쪽 관광지 추천 해봐.,0,1,0,0,0,0,0,0
1599,제주도 음 북쪽 관광지 추천 해봐.,0,1,0,0,0,0,0,0
1600,제주도 북쪽 아 관광지 추천 해봐.,0,1,0,0,0,0,0,0
1601,제주도 북쪽 관광지 흠 추천 해봐.,0,1,0,0,0,0,0,0
1602,제주도 북쪽 관광지 추천 흠 해봐.,0,1,0,0,0,0,0,0
1603,음 제주도 남쪽 관광지 추천 해봐.,0,1,0,0,0,0,0,0
1604,제주도 음 남쪽 관광지 추천 해봐.,0,1,0,0,0,0,0,0
1605,제주도 남쪽 흠 관광지 추천 해봐.,0,1,0,0,0,0,0,0
1606,제주도 남쪽 관광지 아 추천 해봐.,0,1,0,0,0,0,0,0
1607,제주도 남쪽 관광지 추천 흠 해봐.,0,1,0,0,0,0,0,0
1608,아 제주시 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1609,제주시 음 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1610,제주시 관광지 음 추천 해주세요.,0,1,0,0,0,0,0,0
1611,제주시 관광지 추천 아 해주세요.,0,1,0,0,0,0,0,0
1612,음 서귀포시 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1613,서귀포시 어 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1614,서귀포시 관광지 어 추천 해주세요.,0,1,0,0,0,0,0,0
1615,서귀포시 관광지 추천 흠 해주세요.,0,1,0,0,0,0,0,0
1616,어 제주 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1617,제주 어 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1618,제주 관광지 음 추천 해주세요.,0,1,0,0,0,0,0,0
1619,제주 관광지 추천 흠 해주세요.,0,1,0,0,0,0,0,0
1620,어 서귀포 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1621,서귀포 흠 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1622,서귀포 관광지 아 추천 해주세요.,0,1,0,0,0,0,0,0
1623,서귀포 관광지 추천 어 해주세요.,0,1,0,0,0,0,0,0
1624,아 제주섬 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1625,제주섬 음 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1626,제주섬 관광지 음 추천 해주세요.,0,1,0,0,0,0,0,0
1627,제주섬 관광지 추천 아 해주세요.,0,1,0,0,0,0,0,0
1628,흠 제주쪽 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1629,제주쪽 흠 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1630,제주쪽 관광지 흠 추천 해주세요.,0,1,0,0,0,0,0,0
1631,제주쪽 관광지 추천 흠 해주세요.,0,1,0,0,0,0,0,0
1632,음 서귀포쪽 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1633,서귀포쪽 어 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1634,서귀포쪽 관광지 음 추천 해주세요.,0,1,0,0,0,0,0,0
1635,서귀포쪽 관광지 추천 흠 해주세요.,0,1,0,0,0,0,0,0
1636,아 섬 위쪽 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1637,섬 흠 위쪽 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1638,섬 위쪽 아 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1639,섬 위쪽 관광지 어 추천 해주세요.,0,1,0,0,0,0,0,0
1640,섬 위쪽 관광지 추천 아 해주세요.,0,1,0,0,0,0,0,0
1641,어 섬 아래쪽 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1642,섬 음 아래쪽 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1643,섬 아래쪽 어 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1644,섬 아래쪽 관광지 음 추천 해주세요.,0,1,0,0,0,0,0,0
1645,섬 아래쪽 관광지 추천 흠 해주세요.,0,1,0,0,0,0,0,0
1646,어 제주도 아래쪽 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1647,제주도 음 아래쪽 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1648,제주도 아래쪽 음 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1649,제주도 아래쪽 관광지 어 추천 해주세요.,0,1,0,0,0,0,0,0
1650,제주도 아래쪽 관광지 추천 아 해주세요.,0,1,0,0,0,0,0,0
1651,아 제주도 위쪽 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1652,제주도 음 위쪽 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1653,제주도 위쪽 어 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1654,제주도 위쪽 관광지 흠 추천 해주세요.,0,1,0,0,0,0,0,0
1655,제주도 위쪽 관광지 추천 음 해주세요.,0,1,0,0,0,0,0,0
1656,아 제주도 동쪽 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1657,제주도 어 동쪽 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1658,제주도 동쪽 음 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1659,제주도 동쪽 관광지 아 추천 해주세요.,0,1,0,0,0,0,0,0
1660,제주도 동쪽 관광지 추천 음 해주세요.,0,1,0,0,0,0,0,0
1661,흠 제주도 서쪽 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1662,제주도 어 서쪽 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1663,제주도 서쪽 어 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1664,제주도 서쪽 관광지 어 추천 해주세요.,0,1,0,0,0,0,0,0
1665,제주도 서쪽 관광지 추천 음 해주세요.,0,1,0,0,0,0,0,0
1666,어 제주도 북쪽 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1667,제주도 흠 북쪽 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1668,제주도 북쪽 흠 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1669,제주도 북쪽 관광지 어 추천 해주세요.,0,1,0,0,0,0,0,0
1670,제주도 북쪽 관광지 추천 흠 해주세요.,0,1,0,0,0,0,0,0
1671,흠 제주도 남쪽 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1672,제주도 어 남쪽 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1673,제주도 남쪽 흠 관광지 추천 해주세요.,0,1,0,0,0,0,0,0
1674,제주도 남쪽 관광지 어 추천 해주세요.,0,1,0,0,0,0,0,0
1675,제주도 남쪽 관광지 추천 음 해주세요.,0,1,0,0,0,0,0,0
1676,아 제주시 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1677,제주시 음 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1678,제주시 관광지 어 추천 좀 해줘.,0,1,0,0,0,0,0,0
1679,제주시 관광지 추천 음 좀 해줘.,0,1,0,0,0,0,0,0
1680,제주시 관광지 추천 좀 아 해줘.,0,1,0,0,0,0,0,0
1681,음 서귀포시 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1682,서귀포시 어 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1683,서귀포시 관광지 흠 추천 좀 해줘.,0,1,0,0,0,0,0,0
1684,서귀포시 관광지 추천 음 좀 해줘.,0,1,0,0,0,0,0,0
1685,서귀포시 관광지 추천 좀 어 해줘.,0,1,0,0,0,0,0,0
1686,아 제주 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1687,제주 음 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1688,제주 관광지 어 추천 좀 해줘.,0,1,0,0,0,0,0,0
1689,제주 관광지 추천 어 좀 해줘.,0,1,0,0,0,0,0,0
1690,제주 관광지 추천 좀 어 해줘.,0,1,0,0,0,0,0,0
1691,음 서귀포 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1692,서귀포 흠 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1693,서귀포 관광지 음 추천 좀 해줘.,0,1,0,0,0,0,0,0
1694,서귀포 관광지 추천 어 좀 해줘.,0,1,0,0,0,0,0,0
1695,서귀포 관광지 추천 좀 음 해줘.,0,1,0,0,0,0,0,0
1696,흠 제주섬 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1697,제주섬 흠 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1698,제주섬 관광지 음 추천 좀 해줘.,0,1,0,0,0,0,0,0
1699,제주섬 관광지 추천 음 좀 해줘.,0,1,0,0,0,0,0,0
1700,제주섬 관광지 추천 좀 어 해줘.,0,1,0,0,0,0,0,0
1701,흠 제주쪽 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1702,제주쪽 흠 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1703,제주쪽 관광지 어 추천 좀 해줘.,0,1,0,0,0,0,0,0
1704,제주쪽 관광지 추천 어 좀 해줘.,0,1,0,0,0,0,0,0
1705,제주쪽 관광지 추천 좀 어 해줘.,0,1,0,0,0,0,0,0
1706,아 서귀포쪽 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1707,서귀포쪽 음 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1708,서귀포쪽 관광지 아 추천 좀 해줘.,0,1,0,0,0,0,0,0
1709,서귀포쪽 관광지 추천 아 좀 해줘.,0,1,0,0,0,0,0,0
1710,서귀포쪽 관광지 추천 좀 어 해줘.,0,1,0,0,0,0,0,0
1711,아 섬 위쪽 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1712,섬 어 위쪽 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1713,섬 위쪽 어 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1714,섬 위쪽 관광지 어 추천 좀 해줘.,0,1,0,0,0,0,0,0
1715,섬 위쪽 관광지 추천 어 좀 해줘.,0,1,0,0,0,0,0,0
1716,섬 위쪽 관광지 추천 좀 어 해줘.,0,1,0,0,0,0,0,0
1717,흠 섬 아래쪽 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1718,섬 흠 아래쪽 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1719,섬 아래쪽 음 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1720,섬 아래쪽 관광지 어 추천 좀 해줘.,0,1,0,0,0,0,0,0
1721,섬 아래쪽 관광지 추천 어 좀 해줘.,0,1,0,0,0,0,0,0
1722,섬 아래쪽 관광지 추천 좀 아 해줘.,0,1,0,0,0,0,0,0
1723,아 제주도 아래쪽 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1724,제주도 어 아래쪽 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1725,제주도 아래쪽 흠 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1726,제주도 아래쪽 관광지 어 추천 좀 해줘.,0,1,0,0,0,0,0,0
1727,제주도 아래쪽 관광지 추천 흠 좀 해줘.,0,1,0,0,0,0,0,0
1728,제주도 아래쪽 관광지 추천 좀 음 해줘.,0,1,0,0,0,0,0,0
1729,흠 제주도 위쪽 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1730,제주도 아 위쪽 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1731,제주도 위쪽 어 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1732,제주도 위쪽 관광지 어 추천 좀 해줘.,0,1,0,0,0,0,0,0
1733,제주도 위쪽 관광지 추천 아 좀 해줘.,0,1,0,0,0,0,0,0
1734,제주도 위쪽 관광지 추천 좀 음 해줘.,0,1,0,0,0,0,0,0
1735,흠 제주도 동쪽 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1736,제주도 음 동쪽 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1737,제주도 동쪽 음 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1738,제주도 동쪽 관광지 아 추천 좀 해줘.,0,1,0,0,0,0,0,0
1739,제주도 동쪽 관광지 추천 흠 좀 해줘.,0,1,0,0,0,0,0,0
1740,제주도 동쪽 관광지 추천 좀 음 해줘.,0,1,0,0,0,0,0,0
1741,어 제주도 서쪽 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1742,제주도 어 서쪽 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1743,제주도 서쪽 음 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1744,제주도 서쪽 관광지 아 추천 좀 해줘.,0,1,0,0,0,0,0,0
1745,제주도 서쪽 관광지 추천 흠 좀 해줘.,0,1,0,0,0,0,0,0
1746,제주도 서쪽 관광지 추천 좀 어 해줘.,0,1,0,0,0,0,0,0
1747,아 제주도 북쪽 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1748,제주도 음 북쪽 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1749,제주도 북쪽 아 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1750,제주도 북쪽 관광지 음 추천 좀 해줘.,0,1,0,0,0,0,0,0
1751,제주도 북쪽 관광지 추천 아 좀 해줘.,0,1,0,0,0,0,0,0
1752,제주도 북쪽 관광지 추천 좀 음 해줘.,0,1,0,0,0,0,0,0
1753,음 제주도 남쪽 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1754,제주도 어 남쪽 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1755,제주도 남쪽 아 관광지 추천 좀 해줘.,0,1,0,0,0,0,0,0
1756,제주도 남쪽 관광지 음 추천 좀 해줘.,0,1,0,0,0,0,0,0
1757,제주도 남쪽 관광지 추천 아 좀 해줘.,0,1,0,0,0,0,0,0
1758,제주도 남쪽 관광지 추천 좀 흠 해줘.,0,1,0,0,0,0,0,0
1759,음 제주시 관광지 추천 해.,0,1,0,0,0,0,0,0
1760,제주시 아 관광지 추천 해.,0,1,0,0,0,0,0,0
1761,제주시 관광지 음 추천 해.,0,1,0,0,0,0,0,0
1762,제주시 관광지 추천 흠 해.,0,1,0,0,0,0,0,0
1763,음 서귀포시 관광지 추천 해.,0,1,0,0,0,0,0,0
1764,서귀포시 흠 관광지 추천 해.,0,1,0,0,0,0,0,0
1765,서귀포시 관광지 흠 추천 해.,0,1,0,0,0,0,0,0
1766,서귀포시 관광지 추천 흠 해.,0,1,0,0,0,0,0,0
1767,아 제주 관광지 추천 해.,0,1,0,0,0,0,0,0
1768,제주 흠 관광지 추천 해.,0,1,0,0,0,0,0,0
1769,제주 관광지 어 추천 해.,0,1,0,0,0,0,0,0
1770,제주 관광지 추천 흠 해.,0,1,0,0,0,0,0,0
1771,음 서귀포 관광지 추천 해.,0,1,0,0,0,0,0,0
1772,서귀포 아 관광지 추천 해.,0,1,0,0,0,0,0,0
1773,서귀포 관광지 음 추천 해.,0,1,0,0,0,0,0,0
1774,서귀포 관광지 추천 아 해.,0,1,0,0,0,0,0,0
1775,흠 제주섬 관광지 추천 해.,0,1,0,0,0,0,0,0
1776,제주섬 어 관광지 추천 해.,0,1,0,0,0,0,0,0
1777,제주섬 관광지 아 추천 해.,0,1,0,0,0,0,0,0
1778,제주섬 관광지 추천 음 해.,0,1,0,0,0,0,0,0
1779,어 제주쪽 관광지 추천 해.,0,1,0,0,0,0,0,0
1780,제주쪽 음 관광지 추천 해.,0,1,0,0,0,0,0,0
1781,제주쪽 관광지 음 추천 해.,0,1,0,0,0,0,0,0
1782,제주쪽 관광지 추천 음 해.,0,1,0,0,0,0,0,0
1783,음 서귀포쪽 관광지 추천 해.,0,1,0,0,0,0,0,0
1784,서귀포쪽 흠 관광지 추천 해.,0,1,0,0,0,0,0,0
1785,서귀포쪽 관광지 아 추천 해.,0,1,0,0,0,0,0,0
1786,서귀포쪽 관광지 추천 어 해.,0,1,0,0,0,0,0,0
1787,어 섬 위쪽 관광지 추천 해.,0,1,0,0,0,0,0,0
1788,섬 음 위쪽 관광지 추천 해.,0,1,0,0,0,0,0,0
1789,섬 위쪽 음 관광지 추천 해.,0,1,0,0,0,0,0,0
1790,섬 위쪽 관광지 흠 추천 해.,0,1,0,0,0,0,0,0
1791,섬 위쪽 관광지 추천 아 해.,0,1,0,0,0,0,0,0
1792,아 섬 아래쪽 관광지 추천 해.,0,1,0,0,0,0,0,0
1793,섬 흠 아래쪽 관광지 추천 해.,0,1,0,0,0,0,0,0
1794,섬 아래쪽 아 관광지 추천 해.,0,1,0,0,0,0,0,0
1795,섬 아래쪽 관광지 흠 추천 해.,0,1,0,0,0,0,0,0
1796,섬 아래쪽 관광지 추천 어 해.,0,1,0,0,0,0,0,0
1797,아 제주도 아래쪽 관광지 추천 해.,0,1,0,0,0,0,0,0
1798,제주도 음 아래쪽 관광지 추천 해.,0,1,0,0,0,0,0,0
1799,제주도 아래쪽 음 관광지 추천 해.,0,1,0,0,0,0,0,0
1800,제주도 아래쪽 관광지 아 추천 해.,0,1,0,0,0,0,0,0
1801,제주도 아래쪽 관광지 추천 음 해.,0,1,0,0,0,0,0,0
1802,아 제주도 위쪽 관광지 추천 해.,0,1,0,0,0,0,0,0
1803,제주도 아 위쪽 관광지 추천 해.,0,1,0,0,0,0,0,0
1804,제주도 위쪽 흠 관광지 추천 해.,0,1,0,0,0,0,0,0
1805,제주도 위쪽 관광지 흠 추천 해.,0,1,0,0,0,0,0,0
1806,제주도 위쪽 관광지 추천 아 해.,0,1,0,0,0,0,0,0
1807,흠 제주도 동쪽 관광지 추천 해.,0,1,0,0,0,0,0,0
1808,제주도 음 동쪽 관광지 추천 해.,0,1,0,0,0,0,0,0
1809,제주도 동쪽 아 관광지 추천 해.,0,1,0,0,0,0,0,0
1810,제주도 동쪽 관광지 어 추천 해.,0,1,0,0,0,0,0,0
1811,제주도 동쪽 관광지 추천 어 해.,0,1,0,0,0,0,0,0
1812,어 제주도 서쪽 관광지 추천 해.,0,1,0,0,0,0,0,0
1813,제주도 흠 서쪽 관광지 추천 해.,0,1,0,0,0,0,0,0
1814,제주도 서쪽 어 관광지 추천 해.,0,1,0,0,0,0,0,0
1815,제주도 서쪽 관광지 흠 추천 해.,0,1,0,0,0,0,0,0
1816,제주도 서쪽 관광지 추천 아 해.,0,1,0,0,0,0,0,0
1817,어 제주도 북쪽 관광지 추천 해.,0,1,0,0,0,0,0,0
1818,제주도 어 북쪽 관광지 추천 해.,0,1,0,0,0,0,0,0
1819,제주도 북쪽 어 관광지 추천 해.,0,1,0,0,0,0,0,0
1820,제주도 북쪽 관광지 어 추천 해.,0,1,0,0,0,0,0,0
1821,제주도 북쪽 관광지 추천 음 해.,0,1,0,0,0,0,0,0
1822,흠 제주도 남쪽 관광지 추천 해.,0,1,0,0,0,0,0,0
1823,제주도 흠 남쪽 관광지 추천 해.,0,1,0,0,0,0,0,0
1824,제주도 남쪽 흠 관광지 추천 해.,0,1,0,0,0,0,0,0
1825,제주도 남쪽 관광지 아 추천 해.,0,1,0,0,0,0,0,0
1826,제주도 남쪽 관광지 추천 음 해.,0,1,0,0,0,0,0,0
1827,아 제주시 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1828,제주시 아 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1829,제주시 관광지 흠 추천 해봐바.,0,1,0,0,0,0,0,0
1830,제주시 관광지 추천 음 해봐바.,0,1,0,0,0,0,0,0
1831,음 서귀포시 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1832,서귀포시 음 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1833,서귀포시 관광지 어 추천 해봐바.,0,1,0,0,0,0,0,0
1834,서귀포시 관광지 추천 아 해봐바.,0,1,0,0,0,0,0,0
1835,아 제주 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1836,제주 음 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1837,제주 관광지 아 추천 해봐바.,0,1,0,0,0,0,0,0
1838,제주 관광지 추천 흠 해봐바.,0,1,0,0,0,0,0,0
1839,음 서귀포 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1840,서귀포 아 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1841,서귀포 관광지 아 추천 해봐바.,0,1,0,0,0,0,0,0
1842,서귀포 관광지 추천 흠 해봐바.,0,1,0,0,0,0,0,0
1843,흠 제주섬 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1844,제주섬 흠 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1845,제주섬 관광지 아 추천 해봐바.,0,1,0,0,0,0,0,0
1846,제주섬 관광지 추천 음 해봐바.,0,1,0,0,0,0,0,0
1847,음 제주쪽 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1848,제주쪽 아 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1849,제주쪽 관광지 흠 추천 해봐바.,0,1,0,0,0,0,0,0
1850,제주쪽 관광지 추천 어 해봐바.,0,1,0,0,0,0,0,0
1851,아 서귀포쪽 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1852,서귀포쪽 흠 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1853,서귀포쪽 관광지 어 추천 해봐바.,0,1,0,0,0,0,0,0
1854,서귀포쪽 관광지 추천 아 해봐바.,0,1,0,0,0,0,0,0
1855,어 섬 위쪽 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1856,섬 흠 위쪽 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1857,섬 위쪽 어 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1858,섬 위쪽 관광지 음 추천 해봐바.,0,1,0,0,0,0,0,0
1859,섬 위쪽 관광지 추천 아 해봐바.,0,1,0,0,0,0,0,0
1860,음 섬 아래쪽 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1861,섬 흠 아래쪽 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1862,섬 아래쪽 음 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1863,섬 아래쪽 관광지 어 추천 해봐바.,0,1,0,0,0,0,0,0
1864,섬 아래쪽 관광지 추천 음 해봐바.,0,1,0,0,0,0,0,0
1865,음 제주도 아래쪽 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1866,제주도 흠 아래쪽 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1867,제주도 아래쪽 아 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1868,제주도 아래쪽 관광지 음 추천 해봐바.,0,1,0,0,0,0,0,0
1869,제주도 아래쪽 관광지 추천 어 해봐바.,0,1,0,0,0,0,0,0
1870,아 제주도 위쪽 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1871,제주도 아 위쪽 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1872,제주도 위쪽 음 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1873,제주도 위쪽 관광지 음 추천 해봐바.,0,1,0,0,0,0,0,0
1874,제주도 위쪽 관광지 추천 음 해봐바.,0,1,0,0,0,0,0,0
1875,음 제주도 동쪽 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1876,제주도 음 동쪽 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1877,제주도 동쪽 음 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1878,제주도 동쪽 관광지 흠 추천 해봐바.,0,1,0,0,0,0,0,0
1879,제주도 동쪽 관광지 추천 흠 해봐바.,0,1,0,0,0,0,0,0
1880,흠 제주도 서쪽 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1881,제주도 흠 서쪽 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1882,제주도 서쪽 아 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1883,제주도 서쪽 관광지 음 추천 해봐바.,0,1,0,0,0,0,0,0
1884,제주도 서쪽 관광지 추천 어 해봐바.,0,1,0,0,0,0,0,0
1885,아 제주도 북쪽 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1886,제주도 어 북쪽 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1887,제주도 북쪽 흠 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1888,제주도 북쪽 관광지 아 추천 해봐바.,0,1,0,0,0,0,0,0
1889,제주도 북쪽 관광지 추천 흠 해봐바.,0,1,0,0,0,0,0,0
1890,음 제주도 남쪽 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1891,제주도 음 남쪽 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1892,제주도 남쪽 음 관광지 추천 해봐바.,0,1,0,0,0,0,0,0
1893,제주도 남쪽 관광지 아 추천 해봐바.,0,1,0,0,0,0,0,0
1894,제주도 남쪽 관광지 추천 음 해봐바.,0,1,0,0,0,0,0,0
1895,흠 제주시 관광지 추천 해라.,0,1,0,0,0,0,0,0
1896,제주시 흠 관광지 추천 해라.,0,1,0,0,0,0,0,0
1897,제주시 관광지 흠 추천 해라.,0,1,0,0,0,0,0,0
1898,제주시 관광지 추천 어 해라.,0,1,0,0,0,0,0,0
1899,어 서귀포시 관광지 추천 해라.,0,1,0,0,0,0,0,0
1900,서귀포시 아 관광지 추천 해라.,0,1,0,0,0,0,0,0
1901,서귀포시 관광지 흠 추천 해라.,0,1,0,0,0,0,0,0
1902,서귀포시 관광지 추천 아 해라.,0,1,0,0,0,0,0,0
1903,흠 제주 관광지 추천 해라.,0,1,0,0,0,0,0,0
1904,제주 흠 관광지 추천 해라.,0,1,0,0,0,0,0,0
1905,제주 관광지 흠 추천 해라.,0,1,0,0,0,0,0,0
1906,제주 관광지 추천 아 해라.,0,1,0,0,0,0,0,0
1907,흠 서귀포 관광지 추천 해라.,0,1,0,0,0,0,0,0
1908,서귀포 음 관광지 추천 해라.,0,1,0,0,0,0,0,0
1909,서귀포 관광지 어 추천 해라.,0,1,0,0,0,0,0,0
1910,서귀포 관광지 추천 아 해라.,0,1,0,0,0,0,0,0
1911,음 제주섬 관광지 추천 해라.,0,1,0,0,0,0,0,0
1912,제주섬 흠 관광지 추천 해라.,0,1,0,0,0,0,0,0
1913,제주섬 관광지 아 추천 해라.,0,1,0,0,0,0,0,0
1914,제주섬 관광지 추천 어 해라.,0,1,0,0,0,0,0,0
1915,어 제주쪽 관광지 추천 해라.,0,1,0,0,0,0,0,0
1916,제주쪽 음 관광지 추천 해라.,0,1,0,0,0,0,0,0
1917,제주쪽 관광지 음 추천 해라.,0,1,0,0,0,0,0,0
1918,제주쪽 관광지 추천 흠 해라.,0,1,0,0,0,0,0,0
1919,어 서귀포쪽 관광지 추천 해라.,0,1,0,0,0,0,0,0
1920,서귀포쪽 어 관광지 추천 해라.,0,1,0,0,0,0,0,0
1921,서귀포쪽 관광지 아 추천 해라.,0,1,0,0,0,0,0,0
1922,서귀포쪽 관광지 추천 흠 해라.,0,1,0,0,0,0,0,0
1923,아 섬 위쪽 관광지 추천 해라.,0,1,0,0,0,0,0,0
1924,섬 음 위쪽 관광지 추천 해라.,0,1,0,0,0,0,0,0
1925,섬 위쪽 아 관광지 추천 해라.,0,1,0,0,0,0,0,0
1926,섬 위쪽 관광지 흠 추천 해라.,0,1,0,0,0,0,0,0
1927,섬 위쪽 관광지 추천 음 해라.,0,1,0,0,0,0,0,0
1928,흠 섬 아래쪽 관광지 추천 해라.,0,1,0,0,0,0,0,0
1929,섬 음 아래쪽 관광지 추천 해라.,0,1,0,0,0,0,0,0
