,utt,날씨 묻기,관광지 추천,숙소 추천,맛집 추천,인사,소개,활동 추천,카페 추천
2340,저 기능 보여줘.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2943,너 아 뭐 할수 있는지 궁금해요.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4247,다음주 제주 날씨 알려 줄래?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2068,흠 제주도 아래쪽 관광지 추천 해줄랭.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1271,제주도 갈만한 카페 뭐 그러니까 있어?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5232,조천 가을 할 만한 거 추천해 줘.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4550,하이 챗봇아,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
94,성산일출봉 근처 분위기 좋은 독채펜션 좀 추천해줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3357,서천길 맛있는 대패 삼겹살 음식집 추천해줘.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4124,이번에 제주 서부 기상 정보 궁금하다.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
57,"알려줄래, 제주공항 감성 게스트하우스?",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4827,ㅎㅇ 나 제주도로 놀러가,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4478,이번주 제주 날씨 알려 줄래?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2377,기능 흠 소개해줘.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4847,안녕하세요 저는 제주도 놀러가요,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4312,현재 우도 기온 궁금하다.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
968,그런데 카페 추천 해주라.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
987,카페 추천 그런데 해라.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
646,애월 괜찮은 모텔 좀 추천해줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1918,어 서귀포쪽 관광지 추천 해라.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2206,제주도 아래쪽 어 관광지 추천 해줘봐라.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4288,저번주 제주 동부 날씨 어떤지 알려줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4538,안녕하세요 정보 얻고 싶어요,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4723,제주도 챗봇아,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2858,너 뭐 할수 어 있는지 말해볼래?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1998,섬 아래쪽 관광지 음 추천 해.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2569,많이 쓰는 기능 알려줄래?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4050,이번에 제주공항 기상 정보 어떤가요?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2512,어 기능 알려줄래?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2351,흠 기능 소개해주세요.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4503,챗봇아 안녕,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5383,제주시 여름 재밌는 것 추천해줘.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1016,흠 카페 추천 ㄱㄱ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1447,제주도 갈만한 카페 흠 말해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1784,서귀포쪽 관광지 아 추천 해.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5509,우도 여름 할만한 거 있나?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2461,기능 근데 소개해주세요.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
959,아 카페 추천 해.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3158,우도 근처에 있는 비빔국수 음식집 추천 부탁해.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2089,제주도 음 북쪽 관광지 추천 해줄랭.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
203,제주 동부 감성 모텔 어디가 예뻐?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1662,제주도 서쪽 어 관광지 추천 해주세요.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4019,내일 모레 제주 동부 기온 어떠니?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3802,다음주 제주 기상 정보 어떠니?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
779,그니까 카페 추천 해봐.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
643,서귀포 편안한 풀빌라 어디가 괜찮니?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4872,안녕 나 도와줄 수 있어?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3263,대패 삼겹살 음식집 알려줘.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4224,지금 성산일출봉 근처 날씨 어떠니?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3187,제주 유명한 삼계탕 식당 알려줘.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3740,이번에 우도 날씨 궁금해요.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2849,너 뭐 할수 있는지 먼저 말해.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5007,구좌 겨울 재밌는 것 뭐있어,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1145,제주도 갈만한 음 카페 뭐 있어?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1748,제주도 북쪽 아 관광지 추천 좀 해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2530,어 기능 궁금해.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4338,이번에 제주 서부 날씨 상태 말해줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1051,카페 추천 근데 해볼래?.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1702,제주쪽 관광지 어 추천 좀 해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2535,근데 기능 알려줘라.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2088,아 제주도 북쪽 관광지 추천 해줄랭.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2146,흠 제주도 동쪽 관광지 추천 ㄱㄱ.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3622,신설로 근처에 있는 해물 뚝배기 음식점 어디가 좋니?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
181,"추천해줘, 제주 편안한 독채펜션.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
958,저 카페 추천 해주라.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4447,현재 제주공항 근처 날씨 어때요?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1504,흠 섬 아래쪽 관광지 추천 해주라.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5008,대정 여름 액티비티 있냐?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2471,기능 어 소개해 줘.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4724,제주도 관광 챗봇아,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4385,다음주 애월 날씨 상태 궁금하다.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3748,이번주 제주공항 근처 기상 정보 궁금해요.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3181,중앙로 유명한 흑돼지 만두 음식점 좀 추천해줘.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5298,남원 가을 활동 추천.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4781,야 정보 좀 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4846,안녕하세요 저는 제주도 놀러갑니다,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
573,제주 서부 괜찮은 잘 곳 추천해줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2459,기능 저 소개해줘.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5050,한경 여름에 체험 추천해줘,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
761,카페 추천 음 해줄래?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2694,모든 기능 소개해 줘.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1669,제주도 북쪽 관광지 추천 흠 해주세요.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5196,제주도 여름에 활동 추천해 줘.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1125,카페 추천 흠 ㄱㄱ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5385,우도 봄 할만한 거 추천해줘,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3073,우도 지역에서 유명한 흑돼지 튀김 음식점 추천해줘.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2402,기능 있잖아 궁금해요.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
190,제주공항 오션뷰 머무를 곳 어디가 괜찮니?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4376,현재 제주공항 날씨 상황 알려줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
462,성산일출봉 근처 바다뷰 펜션 어디가 괜찮아?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
484,제주공항 감성 게스트하우스 어디에 있어?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1264,있잖아 제주도 갈만한 카페 있니?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2040,제주 관광지 어 추천 해줄랭.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1520,제주도 음 동쪽 관광지 추천 해주라.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5132,남원 가을에 할만한 것 추천해 줘.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4024,지금 우도 날씨 알고 싶어.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2300,제주도 남쪽 관광지 어 추천 해볼래.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
110,제주공항 근처 바다뷰 모텔,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1406,제주도 좀 갈만한 카페 말해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1377,제주도 갈만한 일단 카페 말해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3216,월랑로 맛있는 고등어회 음식집 어디가 좋아?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4423,현재 제주 동부 날씨 상태 어떤가요?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5449,안덕 봄 할 만한 거 뭐있을까,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
232,제주 바다뷰 독채 어디가 괜찮아?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5166,서귀포 봄 할 것 추천해 줘,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2320,기능 먼저 소개해줘.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3257,제원길 가성비 좋은 고기국수 음식점 알려줘.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3643,연동3길 대표하는 고등어구이 음식점 추천해 주세요.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3201,섭지코지 올래국수 음식점 좀 추천해줘.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4269,이번주 제주 동부 기온 알고 싶어요.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3971,현재 서귀포 날씨 상태 어떤지 알려줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3751,내일 모레 제주 동부 기온 말해줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
933,그런데 카페 추천 ㄱㄱ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1045,카페 그니까 추천 해주라.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1660,흠 제주도 서쪽 관광지 추천 해주세요.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
448,서귀포 마당 있는 독채펜션 어디가 좋니?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
453,애월 바다 보이는 독채펜션 어디가 좋아?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4594,하이루 제주도 정보 좀 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12,제주 한달살기 잘 곳 어디가 좋을까?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3253,서천길 근처에 있는 사골해장국 식당 어디가 좋니?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2779,너 뭐 저기 할수 있는지 말해.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1356,제주도 일단 갈만한 카페 있니?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3923,현재 제주공항 기상 정보 알고 싶어.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4681,반갑습니다 여행 정보를 얻고 싶습니다,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4774,야 제주도 정보 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1021,카페 추천 흠 해라.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
836,카페 추천 아 해보라니까.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4157,내일 모레 우도 날씨 상태 궁금하다.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4126,내일 제주 날씨 상황 어떤가요?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4580,하잉 정보 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1554,서귀포 관광지 추천 어 해봐.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3262,물영아리오름 성게 미역국 식당 추천 부탁해.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2951,아 너 뭐 할수 있는지 소개해 주세요.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4815,제주도 여행 알려주세요,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
863,흠 카페 추천 해봐.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
104,제주 동부 바다 보이는 잘 곳 알려줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3006,너 뭐 아 할수 있는지 소개해 줘.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
516,우도 감성 잘 곳 알려줄래?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1552,서귀포 아 관광지 추천 해봐.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2970,너 저 뭐 할수 있는지 소개해 주세요.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2246,음 서귀포 관광지 추천 해볼래.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2241,서귀포시 관광지 추천 흠 해볼래.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,제주도 북쪽 관광지 아 추천 해줘봐라.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4542,안녕하세요 여행 정보를 얻고 싶어요,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
159,성산일출봉 근처 잘 곳 추천,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3309,안덕면 맛있는 자리물회 음식점 추천.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4018,현재 제주공항 근처 기온 어떤가요?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4428,지금 애월 날씨 상황 궁금해요.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
678,우도 바다 보이는 머무를 곳 알려줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5190,안덕 가을에 할 것 추천.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4075,저번주 서귀포 날씨 상태 어떤지 알려줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
165,제주공항 근처 가족끼리 갈만한 독채펜션 추천,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2665,제일 편리한 기능 보여줘.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5290,한경 봄 재밌는 것 알려 주세요.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
394,제주공항 근처 독채 좀 추천해줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1123,카페 추천 저 해봐봐.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2237,제주시 관광지 추천 아 해볼래.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4089,이번주 우도 기상 정보 궁금해요.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5596,마라도 봄 할 거 뭐있어?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4521,안뇽 여행 정보를 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
995,아 카페 추천 해봐봐.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3903,이번에 제주 서부 날씨 말해줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4577,하잉 제주도 여행 정보를 좀 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4125,오늘 성산일출봉 근처 기상 정보 알려 줄래?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3087,색달동 지역에서 유명한 삼계탕 식당 어디에 있어?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2408,어 기능 소개해줘.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1198,그런데 제주도 갈만한 카페 있니?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3276,한라산 대표하는 삼계탕 음식점 추천 좀.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4535,안녕하세요 제주도 여행 정보를 좀 얻고 싶습니다,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5537,한경 여름 할만한 거 있냐,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,제주공항 근처 가족끼리 갈만한 게스트하우스 추천,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3074,동백로 지역에서 유명한 해물 뚝배기 식당 추천해 줘요.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4108,이번에 제주공항 기온 말해줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2827,너 뭐 할수 저기 있는지 말해줘.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5118,조천 겨울에 활동 뭐 있어,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1718,섬 아래쪽 음 관광지 추천 좀 해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1720,섬 아래쪽 관광지 추천 어 좀 해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3084,오남로 맛있는 옥돔구이 식당 어디가 괜찮니?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
322,제주공항 호텔 어디가 예뻐?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11,성산일출봉 근처 괜찮은 게스트하우스 어디가 괜찮아?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17,제주 동부 감성 잘 곳 알려줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3330,노형동 유명한 꿩메밀 칼국수 식당,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3489,탑동로 유명한 해물탕 식당 어디가 좋을까?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5461,안덕 여름 할만한 것 뭐있을까,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3196,제주국제공항서귀포시 유명한 해물 뚝배기 음식점 어디가 좋을까?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4078,다음주 제주공항 근처 기상 정보 어떠니?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4096,이번에 성산일출봉 근처 날씨 상태 알려 줄래?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4221,내일 모레 우도 날씨 상황 궁금하다.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4991,제주시 겨울에 놀거리 추천해 줘.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
579,제주공항 근처 바다 보이는 독채펜션 어디가 좋을까?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19,우도 바다 보이는 호텔 어디가 괜찮니?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3610,구남동 유명한 보말 칼국수 음식집 어디가 좋니?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025,흠 제주도 남쪽 관광지 추천 해.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4251,이번주 우도 날씨 상태 어떤지 알려줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3665,대정읍 맛있는 고등어구이 음식점 추천해줘.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5482,구좌 가을에 할 만한 거 뭐 있을까?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1831,서귀포시 음 관광지 추천 해봐바.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4239,내일 제주 서부 날씨 상태 궁금하다.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5136,우도 가을에 재밌는 거 추천해 줘,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5614,제주 봄 활동 추천해줘,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5346,서귀포시 여름에 할만한 거 알려 주세요.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
494,애월 오션뷰 게스트하우스 어디가 예뻐?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5548,제주시 봄 재밌는 거 뭐 있을까?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4443,이번에 제주공항 근처 기상 정보 궁금해.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2023,제주도 북쪽 관광지 음 추천 해.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3832,현재 서귀포 기온 알려줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5470,서귀포시 겨울 할 만한 것 있나?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3697,한경면 고사리육개장 음식집 추천해 줘요.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1736,제주도 동쪽 음 관광지 추천 좀 해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2155,제주도 서쪽 관광지 추천 어 ㄱㄱ.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5207,제주도 봄에 할 만한 것 추천해 줘,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2680,제일 편리한 기능 좀 보여줘.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5328,서귀포 여름에 할 것 뭐 있어?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1534,어 제주도 남쪽 관광지 추천 해주라.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5313,서귀포 봄 할 거 있냐?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
324,제주 가족끼리 갈만한 독채펜션 추천,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1206,제주도 갈만한 그런데 카페 뭐 있어?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
86,제주 동부 편안한 펜션 어디가 예뻐?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2596,모든 기능 보여주세요.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
90,제주 가족끼리 갈만한 게스트하우스 어디가 좋을까? 어,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3733,중앙로 대표하는 고등어구이 음식집 알려줘.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2946,너 뭐 할수 일단 있는지 소개해 줘.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3252,한림중앙로 대표하는 고등어구이 음식집 추천.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
480,제주 동부 바다뷰 잘 곳 좀 추천해줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3044,탑동로 대표하는 성게 미역국 음식집 어디가 괜찮니?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
157,제주공항 근처 바다뷰 모텔 좀 추천해줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5182,표선 가을에 활동 뭐있어?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5565,제주시 겨울 할만한 거 추천.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5410,한림 봄 할 만한 거 알려주세요,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4117,이번에 제주공항 근처 날씨 상태 궁금해요.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1750,제주도 북쪽 관광지 추천 아 좀 해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3168,구좌해안로 대표하는 오겹살 식당 추천 좀.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1044,카페 추천 저기 ㄱㄱ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1309,좀 제주도 갈만한 카페 있을까?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3712,휴애리 자연생활공원 맛있는 올래국수 음식점 어디가 맛있어?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4140,지금 애월 기상 정보 말해줘.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1564,서귀포쪽 흠 관광지 추천 해봐.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2366,기능 먼저 부탁해.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4532,안녕하세요 제주도 여행 정보를 얻고 싶어요,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2981,근데 너 뭐 할수 있는지 궁금해.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5513,우도 겨울 액티비티 추천,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1768,제주 관광지 어 추천 해.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3,한달살기 잘 곳,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
230,제주공항 바다 보이는 모텔 어디가 좋니?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4326,현재 제주 서부 날씨 어떠니?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2893,너 있잖아 뭐 할수 있는지 말해줘.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1004,카페 일단 추천 해.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
